,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Surface reelle bati,Nombre pieces principales,Surface terrain
816237,09/06/2020,Vente,"27000,00",34.0,RUE,1663,DES CEVENNES,75015.0,FV,181,,420,,,,,,,,,,1,3.0,0.0,0.0,
816238,20/05/2020,Vente,"720000,00",12.0,RUE,3132,EDMOND ROGER,75015.0,DY,48,,2104,,2158.0,,,,,,,,2,2.0,63.0,3.0,
816239,20/05/2020,Vente,"650000,00",25.0,RUE,9755,VICTOR DURUY,75015.0,AE,77,,11,,27.0,,,,,,,,2,2.0,72.0,4.0,
816240,20/05/2020,Vente,"355000,00",177.0,RUE,5814,DE LOURMEL,75015.0,EU,7,,147,,680.0,,,,,,,,2,2.0,35.0,1.0,
816241,21/05/2020,Vente,"1125000,00",147.0,RUE,4843,DE JAVEL,75015.0,EJ,70,,26,"92,22",95.0,,,,,,,,2,2.0,91.0,4.0,
816242,21/05/2020,Vente,"1125000,00",147.0,RUE,4843,DE JAVEL,75015.0,EJ,70,,83,,,,,,,,,,1,3.0,0.0,0.0,
816243,28/05/2020,Vente,"1190000,00",34.0,AV,9114,DE SUFFREN,75015.0,DM,8,,33,"88,20",49.0,,,,,,,,2,2.0,88.0,4.0,
816244,04/06/2020,Vente,"862000,00",44.0,RUE,9230,DU THEATRE,75015.0,DW,77,,107,,,,,,,,,,1,2.0,73.0,3.0,
816245,27/05/2020,Vente,"27000,00",15.0,RUE,2466,DE CRONSTADT,75015.0,AF,57,,483,,,,,,,,,,1,3.0,0.0,0.0,
816246,20/05/2020,Vente,"50000,00",204.0,RUE,2459,DE LA CROIX NIVERT,75015.0,BK,12,,272,,56.0,"55,67",,,,,,,2,2.0,56.0,2.0,
816247,20/05/2020,Vente,"100000,00",204.0,RUE,2459,DE LA CROIX NIVERT,75015.0,BK,12,,272,,56.0,"55,67",,,,,,,2,2.0,56.0,2.0,
816248,28/05/2020,Vente,"882000,00",6.0,BD,4310,DE GRENELLE,75015.0,DQ,19,,11,,75.0,"87,78",,,,,,,2,2.0,89.0,4.0,
816249,19/05/2020,Vente,"130000,00",9.0,RUE,8361,ROSA BONHEUR,75015.0,CW,62,,18,"8,87",,,,,,,,,1,3.0,0.0,0.0,
816250,04/06/2020,Vente,"665000,00",28.0,RUE,4017,DU GAL BEURET,75015.0,BU,86,,55,,,,,,,,,,1,3.0,0.0,0.0,
816251,04/06/2020,Vente,"665000,00",28.0,RUE,4017,DU GAL BEURET,75015.0,BU,86,,35,,7.0,"58,15",,,,,,,2,2.0,59.0,2.0,
816252,29/05/2020,Vente,"275000,00",10.0,IMP,3176,DE L EGLISE,75015.0,EK,40,,55,"14,00",,,,,,,,,1,2.0,10.0,1.0,
816253,29/05/2020,Vente,"155452,38",102.0,RUE,1454,CAMBRONNE,75015.0,BU,39,,26,"11,96",,,,,,,,,1,2.0,11.0,1.0,
816254,18/05/2020,Vente,"1530000,00",147.0,RUE,9624,DE VAUGIRARD,75015.0,CR,14,,95,,,,,,,,,,1,3.0,0.0,0.0,
816255,18/05/2020,Vente,"1530000,00",9.0,RUE,3498,FALGUIERE,75015.0,CR,120,,179,"114,30",196.0,,,,,,,,2,2.0,105.0,4.0,
816256,28/05/2020,Vente,"562391,00",9.0,RUE,8513,SAINT CHARLES,75015.0,DK,78,,367,,,,,,,,,,1,2.0,46.0,2.0,
816257,28/05/2020,Vente,"662609,00",18.0,RUE,9729,VIALA,75015.0,DK,78,,35,,39.0,"54,84",,,,,,,2,2.0,55.0,2.0,
816258,28/05/2020,Vente,"662609,00",7.0,RUE,8513,SAINT CHARLES,75015.0,DK,78,,338,,,,,,,,,,1,3.0,0.0,0.0,
816259,03/06/2020,Vente,"8800,00",5.0,AV,7687,DE LA PORTE DE PLAISANCE,75015.0,AV,20,,122,,,,,,,,,,1,3.0,0.0,0.0,
816260,03/06/2020,Vente,"8800,00",5.0,AV,7687,DE LA PORTE DE PLAISANCE,75015.0,AV,20,,123,,,,,,,,,,1,3.0,0.0,0.0,
816261,29/05/2020,Vente,"298000,00",59.0,RUE,3289,DES ENTREPRENEURS,75015.0,DY,28,,24,"29,62",57.0,,,,,,,,2,2.0,26.0,1.0,
816262,20/05/2020,Vente,"644750,00",9.0,RUE,3227,EMILE DUCLAUX,75015.0,CF,24,,43,"59,20",66.0,,,,,,,,2,2.0,59.0,3.0,
816263,27/05/2020,Vente,"427350,00",215.0,RUE,2459,DE LA CROIX NIVERT,75015.0,BL,59,,11,"38,85",,,,,,,,,1,2.0,32.0,2.0,
816264,26/05/2020,Vente,"547100,00",17.0,RUE,2547,DANIEL STERN,75015.0,DL,30,,6,"15,71",,,,,,,,,1,2.0,19.0,1.0,
816265,26/05/2020,Vente,"547100,00",17.0,RUE,2547,DANIEL STERN,75015.0,DL,30,,42,,5.0,"51,05",,,,,,,2,2.0,32.0,2.0,
816266,05/06/2020,Vente,"25000,00",19.0,RUE,2554,DE DANTZIG,75015.0,AK,35,,74,,,,,,,,,,1,3.0,0.0,0.0,
816267,19/05/2020,Vente,"547000,00",1.0,RUE,2745,DESNOUETTES,75015.0,BH,45,,17,"57,29",,,,,,,,,1,2.0,58.0,3.0,
816268,05/06/2020,Vente,"410000,00",64.0,AV,8866,DE SAXE,75015.0,CW,32,,18,"33,97",33.0,,,,,,,,2,2.0,32.0,2.0,
816269,04/06/2020,Vente,"350000,00",83.0,RUE,3705,FONDARY,75015.0,DF,116,,20,"30,05",79.0,,,,,,,,2,2.0,31.0,2.0,
816270,28/05/2020,Vente,"75000,00",7.0,,7616,DU PONT MIRABEAU,75015.0,FW,19,,59,"9,07",,,,,,,,,1,3.0,0.0,0.0,
816271,09/06/2020,Vente,"20000,00",25.0,RUE,5601,LERICHE,75015.0,BM,112,,20,,,,,,,,,,1,3.0,0.0,0.0,
816272,28/05/2020,Vente,"500000,00",5.0,RUE,0291,DE L AMIRAL ROUSSIN,75015.0,BX,37,,104,,61.0,"36,10",,,,,,,2,2.0,37.0,2.0,
816273,29/05/2020,Vente,"178800,00",366.0,RUE,9624,DE VAUGIRARD,75015.0,BH,16,,225,"16,53",240.0,,,,,,,,2,2.0,17.0,1.0,
816274,25/05/2020,Vente,"789000,00",96.0,RUE,8513,SAINT CHARLES,75015.0,GH,34,,126,,57.0,"67,05",,,,,,,2,2.0,68.0,4.0,
816275,25/05/2020,Vente,"789000,00",96.0,RUE,8513,SAINT CHARLES,75015.0,GH,34,,240,,,,,,,,,,1,3.0,0.0,0.0,
816276,27/05/2020,Vente,"405520,00",14.0,RUE,9735,DE VICHY,75015.0,BG,28,,4,"46,78",,,,,,,,,1,2.0,17.0,1.0,
816277,27/05/2020,Vente,"22000,00",3.0,RUE,0469,DE L ARRIVEE,75015.0,CQ,1,,2568,"19,00",,,,,,,,,1,4.0,17.0,0.0,
816278,25/05/2020,Vente,"649066,00",158.0,,8512,R-PTSAINT CHARLES,75015.0,ER,32,,28,"59,15",,,,,,,,,1,2.0,59.0,2.0,
816279,10/06/2020,Vente,"450000,00",16.0,RUE,2521,DALOU,75015.0,CS,66,,7,"48,80",,,,,,,,,1,2.0,46.0,3.0,
816280,11/06/2020,Vente,"37000,00",20.0,BD,9623,DE VAUGIRARD,75015.0,CP,25,,622,,,,,,,,,,1,3.0,0.0,0.0,
816281,25/05/2020,Vente,"2110000,00",14.0,PAS,3100,DES ECOLIERS,75015.0,EH,14,,59,,,,,,,,,,1,3.0,0.0,0.0,
816282,25/05/2020,Vente,"2110000,00",14.0,PAS,3288,DES ENTREPRENEURS,75015.0,EH,21,,,,,,,,,,,,0,1.0,122.0,5.0,97.0
816283,10/06/2020,Vente,"430000,00",317.0,RUE,9624,DE VAUGIRARD,75015.0,BS,74,,13,"43,73",43.0,,,,,,,,2,2.0,42.0,2.0,
816284,29/05/2020,Vente,"427000,00",43.0,RUE,9607,VASCO DE GAMA,75015.0,BJ,5,,912,,,,,,,,,,1,3.0,0.0,0.0,
816285,29/05/2020,Vente,"427000,00",43.0,RUE,9607,VASCO DE GAMA,75015.0,BJ,5,,416,,496.0,"37,07",,,,,,,2,2.0,37.0,2.0,
816286,25/05/2020,Vente,"399000,00",24.0,RUE,9729,VIALA,75015.0,DK,78,,230,,,,,,,,,,1,2.0,28.0,1.0,
816287,20/05/2020,Vente,"734850,00",45.0,RUE,2300,DE LA CONVENTION,75015.0,FX,34,,16,,8.0,"71,81",,,,,,,2,2.0,79.0,4.0,
816288,10/06/2020,Vente,"790000,00",18.0,RUE,9902,DES VOLONTAIRES,75015.0,CG,71,,26,,27.0,,7.0,"66,81",,,,,3,2.0,67.0,3.0,
816289,09/06/2020,Vente,"819100,00",192.0,RUE,9624,DE VAUGIRARD,75015.0,CF,4,,43,"73,25",87.0,,,,,,,,2,2.0,70.0,3.0,
816290,12/05/2020,Vente,"428000,00",38.0,RUE,0212,D ALLERAY,75015.0,AE,33,,206,"40,74",64.0,,,,,,,,2,2.0,40.0,2.0,
816291,02/06/2020,Vente,"182000,00",133.0,AV,3553,FELIX FAURE,75015.0,EV,58,,158,"18,02",,,,,,,,,1,3.0,0.0,0.0,
816292,02/06/2020,Vente,"169450,00",9.0,RUE,4430,GUTENBERG,75015.0,FX,23,,50,"14,18",,,,,,,,,1,2.0,15.0,1.0,
816293,12/06/2020,Vente,"220000,00",66.0,RUE,1595,CASTAGNARY,75015.0,AI,58,,38,"22,41",,,,,,,,,1,2.0,23.0,1.0,
816294,09/06/2020,Vente,"565000,00",13.0,AV,3553,FELIX FAURE,75015.0,EI,51,,13,"48,97",15.0,"48,97",21.0,,,,,,3,2.0,40.0,2.0,
816295,08/06/2020,Vente,"490000,00",92.0,RUE,5814,DE LOURMEL,75015.0,EM,29,,135,,65.0,"47,49",,,,,,,2,2.0,48.0,3.0,
816296,26/05/2020,Vente,"415000,00",66.0,RUE,1255,BRANCION,75015.0,AJ,21,,29,,59.0,"44,85",,,,,,,2,2.0,46.0,3.0,
816297,08/06/2020,Vente,"315000,00",47.0,RUE,9919,DE VOUILLE,75015.0,AH,24,,52,"27,40",,,,,,,,,1,2.0,26.0,1.0,
816298,08/06/2020,Vente,"115200,00",17.0,RUE,0469,DE L ARRIVEE,75015.0,CQ,1,,3134,"31,50",3136.0,"31,50",,,,,,,2,4.0,461.0,0.0,
816299,09/06/2020,Vente,"289750,00",25.0,RUE,2466,DE CRONSTADT,75015.0,AJ,2,,24,"28,03",3.0,,,,,,,,2,2.0,29.0,2.0,
816300,10/06/2020,Vente,"10000,00",10.0,RUE,8363,ROSENWALD,75015.0,AJ,150,,115,,,,,,,,,,1,3.0,0.0,0.0,
816301,29/05/2020,Vente,"534000,00",283.0,RUE,5456,LECOURBE,75015.0,BK,12,,151,"54,12",367.0,,,,,,,,2,2.0,55.0,2.0,
816302,29/05/2020,Vente,"760000,00",15.0,RUE,3654,FIRMIN GILLOT,75015.0,BF,38,,129,,158.0,"86,12",,,,,,,2,2.0,87.0,3.0,
816303,29/05/2020,Vente,"930000,00",23.0,QUAI,4313,DE GRENELLE,75015.0,DQ,6,,13,,26.0,"92,68",,,,,,,2,2.0,96.0,3.0,
816304,03/06/2020,Vente,"319000,00",7.0,RUE,1151,BOUILLOUX LAFONT,75015.0,EV,45,,20,"32,70",37.0,,,,,,,,2,2.0,36.0,2.0,
816305,05/06/2020,Vente,"169500,00",47.0,RUE,9230,DU THEATRE,75015.0,DW,43,,130,,76.0,"15,05",,,,,,,2,2.0,14.0,1.0,
816306,02/06/2020,Vente,"614000,00",333.0,RUE,9624,DE VAUGIRARD,75015.0,BS,142,,13,"49,30",,,,,,,,,1,2.0,48.0,2.0,
816307,22/05/2020,Vente,"285200,00",41.0,RUE,5052,JUGE,75015.0,DJ,45,,36,,37.0,"25,21",,,,,,,2,2.0,20.0,1.0,
816308,28/05/2020,Vente,"329000,00",22.0,RUE,1115,BORROMEE,75015.0,CG,30,,21,"27,01",,,,,,,,,1,2.0,25.0,2.0,
816309,20/05/2020,Vente,"60000,00",3.0,RUE,2128,CLODION,75015.0,DL,4,,23,"11,48",,,,,,,,,1,3.0,0.0,0.0,
816310,03/06/2020,Vente,"778000,00",13.0,RUE,2139,DU CLOS FEUQUIERES,75015.0,BL,24,,18,,4.0,"68,08",,,,,,,2,2.0,68.0,2.0,
816311,03/06/2020,Vente,"29000,00",7.0,RUE,0757,BEATRIX DUSSANE,75015.0,DK,73,,1,,,,,,,,,,1,3.0,0.0,0.0,
816312,26/05/2020,Vente,"165000,00",20.0,AV,9114,DE SUFFREN,75015.0,DM,44,,11261,"13,46",,,,,,,,,1,3.0,0.0,0.0,
816313,20/05/2020,Vente,"983950,00",368.0,RUE,9624,DE VAUGIRARD,75015.0,BH,3,,106,,,,,,,,,,1,3.0,0.0,0.0,
816314,20/05/2020,Vente,"983950,00",239.0,RUE,2459,DE LA CROIX NIVERT,75015.0,BH,3,,179,,45.0,"69,22",,,,,,,2,2.0,70.0,3.0,
816315,03/06/2020,Vente,"980000,00",71.0,RUE,0212,D ALLERAY,75015.0,AC,26,,1712,,,,,,,,,,1,3.0,0.0,0.0,
816316,03/06/2020,Vente,"980000,00",5.0,PL,0211,D ALLERAY,75015.0,AC,26,,1222,"99,34",1547.0,,,,,,,,2,2.0,102.0,5.0,
816317,05/06/2020,Vente,"414000,00",75.0,RUE,3059,DUTOT,75015.0,AC,46,,130,,8.0,"41,04",,,,,,,2,2.0,40.0,2.0,
816318,19/05/2020,Vente,"1090000,00",25.0,RUE,2459,DE LA CROIX NIVERT,75015.0,CY,13,,221,,92.0,,,,,,,,2,2.0,75.0,3.0,
816319,05/06/2020,Vente,"940000,00",11.0,SQ,1848,CHARLES LAURENT,75015.0,BY,45,,1612,"82,05",1635.0,,,,,,,,2,2.0,80.0,4.0,
816320,27/05/2020,Vente,"796117,00",51.0,BD,9623,DE VAUGIRARD,75015.0,CO,6,,13,,24.0,"71,32",,,,,,,2,2.0,72.0,3.0,
816321,03/06/2020,Vente,"435000,00",30.0,RUE,5456,LECOURBE,75015.0,CD,37,,21,"49,00",88.0,,,,,,,,2,2.0,49.0,2.0,
816322,12/06/2020,Vente,"797400,00",12.0,RUE,3132,EDMOND ROGER,75015.0,DY,48,,2121,"64,41",2140.0,,,,,,,,2,2.0,63.0,3.0,
816323,11/06/2020,Vente,"640000,00",45.0,RUE,8669,SAINT LAMBERT,75015.0,BN,54,,331,,,,,,,,,,1,3.0,0.0,0.0,
816324,11/06/2020,Vente,"640000,00",45.0,RUE,8669,SAINT LAMBERT,75015.0,BN,54,,404,"71,23",537.0,,,,,,,,2,2.0,80.0,3.0,
816325,02/06/2020,Vente,"478100,00",21.0,RUE,0108,ALAIN CHARTIER,75015.0,BS,8,,111,,128.0,"41,74",,,,,,,2,2.0,40.0,3.0,
816326,22/05/2020,Vente,"500000,00",53.0,RUE,0674,BARGUE,75015.0,CK,61,,14,"49,54",27.0,,,,,,,,2,2.0,53.0,2.0,
816327,15/06/2020,Vente,"1600000,00",9.0,RUE,0475,D ARSONVAL,75015.0,CN,15,,,,,,,,,,,,0,2.0,80.0,3.0,178.0
816328,15/06/2020,Vente,"1600000,00",9.0,RUE,0475,D ARSONVAL,75015.0,CN,15,,,,,,,,,,,,0,4.0,180.0,0.0,178.0
816329,16/06/2020,Vente,"1340700,00",405.0,RUE,9624,DE VAUGIRARD,75015.0,BF,72,,51,,,,,,,,,,1,3.0,0.0,0.0,
816330,16/06/2020,Vente,"1340700,00",405.0,RUE,9624,DE VAUGIRARD,75015.0,BF,72,,178,"154,03",96.0,,97.0,,,,,,3,2.0,140.0,4.0,
816331,25/05/2020,Vente,"450000,00",3.0,RUE,0380,ANTOINE HAJJE,75015.0,EL,11,,53,"50,88",88.0,,,,,,,,2,2.0,50.0,2.0,
816332,25/05/2020,Vente,"450000,00",38.0,RUE,3289,DES ENTREPRENEURS,75015.0,EL,11,,105,,,,,,,,,,1,3.0,0.0,0.0,
816333,05/06/2020,Vente,"24000,00",77.0,RUE,5814,DE LOURMEL,75015.0,EK,2,,578,,,,,,,,,,1,3.0,0.0,0.0,
816334,16/06/2020,Vente,"260000,00",212.0,RUE,9624,DE VAUGIRARD,75015.0,CG,45,,103,"17,33",,,,,,,,,1,2.0,24.0,1.0,
816335,04/06/2020,Vente,"740000,00",17.0,RUE,3227,EMILE DUCLAUX,75015.0,CF,28,,40,"67,76",42.0,,,,,,,,2,2.0,64.0,3.0,
816336,22/05/2020,Vente,"764500,00",94.0,RUE,4843,DE JAVEL,75015.0,EM,55,,50,,,,,,,,,,1,2.0,28.0,1.0,
816337,22/05/2020,Vente,"764500,00",94.0,RUE,4843,DE JAVEL,75015.0,EM,55,,11,"77,55",,,,,,,,,1,2.0,77.0,3.0,
816338,22/05/2020,Vente,"764500,00",94.0,RUE,4843,DE JAVEL,75015.0,EM,55,,22,,,,,,,,,,1,3.0,0.0,0.0,
816339,29/05/2020,Vente,"125000,00",106.0,AV,3553,FELIX FAURE,75015.0,ET,9,,10396,"10,95",,,,,,,,,1,3.0,0.0,0.0,
816340,26/05/2020,Vente,"40000,00",54.0,RUE,8892,SEBASTIEN MERCIER,75015.0,FV,162,,55,,,,,,,,,,1,3.0,0.0,0.0,
816341,26/05/2020,Vente,"855000,00",28.0,RUE,4430,GUTENBERG,75015.0,FV,165,,11,"62,20",12.0,,4.0,,,,,,3,2.0,58.0,4.0,
816342,11/06/2020,Vente,"148000,00",127.0,RUE,8513,SAINT CHARLES,75015.0,EM,9,,405,"14,03",,,,,,,,,1,2.0,15.0,1.0,
816343,16/06/2020,Vente,"567100,00",205.0,RUE,2459,DE LA CROIX NIVERT,75015.0,BL,65,,19,"51,01",44.0,,,,,,,,2,2.0,44.0,3.0,
816344,26/05/2020,Vente,"545000,00",19.0,RUE,2554,DE DANTZIG,75015.0,AK,35,,132,,578.0,"52,19",,,,,,,2,2.0,53.0,2.0,
816345,31/01/2020,Vente,"540000,00",9.0,RUE,4981,JOBBE DUVAL,75015.0,AL,36,,107,"46,14",130.0,,,,,,,,2,2.0,46.0,2.0,
816346,28/05/2020,Vente,"449000,00",57.0,RUE,2554,DE DANTZIG,75015.0,AO,3,,4,"45,64",,,,,,,,,1,2.0,36.0,2.0,
816347,11/06/2020,Vente,"680000,00",44.0,RUE,5346,DE LA QUINTINIE,75015.0,AD,1,,244,,672.0,"71,01",,,,,,,2,2.0,71.0,3.0,
816348,12/06/2020,Vente,"460500,00",106.0,RUE,9230,DU THEATRE,75015.0,DZ,10,,47,"35,07",48.0,,,,,,,,2,2.0,37.0,3.0,
816349,28/05/2020,Vente,"609400,00",112.0,RUE,1595,CASTAGNARY,75015.0,AQ,58,,235,,,,,,,,,,1,3.0,0.0,0.0,
816350,28/05/2020,Vente,"609400,00",112.0,RUE,1595,CASTAGNARY,75015.0,AQ,58,,45,"69,81",46.0,,,,,,,,2,2.0,70.0,3.0,
816351,05/06/2020,Vente,"652591,00",36.0,RUE,5346,DE LA QUINTINIE,75015.0,AD,1,,625,,,,,,,,,,1,3.0,0.0,0.0,
816352,05/06/2020,Vente,"652591,00",32.0,RUE,5346,DE LA QUINTINIE,75015.0,AD,1,,434,,,,,,,,,,1,3.0,0.0,0.0,
816353,05/06/2020,Vente,"652591,00",37.0,RUE,5346,DE LA QUINTINIE,75015.0,AD,35,,201,,75.0,"71,29",,,,,,,2,2.0,72.0,3.0,
816354,08/06/2020,Vente,"607000,00",84.0,BD,7089,PASTEUR,75015.0,CN,26,,64,"58,43",,,,,,,,,1,2.0,58.0,3.0,
816355,15/06/2020,Vente,"34500,00",63.0,AV,5308,DE LA MOTTE PICQUET,75015.0,DE,8,,161,,,,,,,,,,1,3.0,0.0,0.0,
816356,10/06/2020,Vente,"1400880,00",67.0,RUE,9230,DU THEATRE,75015.0,DX,34,,20,,,,,,,,,,1,3.0,0.0,0.0,
816357,10/06/2020,Vente,"1400880,00",67.0,RUE,9230,DU THEATRE,75015.0,DX,34,,34,"128,81",6.0,,,,,,,,2,2.0,130.0,7.0,
816358,04/06/2020,Vente,"85000,00",54.0,AV,5308,DE LA MOTTE PICQUET,75015.0,DH,42,,132,"12,30",,,,,,,,,1,4.0,12.0,0.0,
816359,15/06/2020,Vente,"215000,00",60.0,RUE,5893,MADEMOISELLE,75015.0,BV,42,,47,"15,73",,,,,,,,,1,2.0,16.0,1.0,
816360,11/06/2020,Vente,"300000,00",9.0,RUE,8577,SAINTE LUCIE,75015.0,EM,24,,58,"24,83",,,,,,,,,1,2.0,28.0,1.0,
816361,04/06/2020,Vente,"205000,00",12.0,RUE,0291,DE L AMIRAL ROUSSIN,75015.0,BX,29,,2,"30,09",50.0,,,,,,,,2,4.0,30.0,0.0,
816362,26/05/2020,Vente,"315000,00",15.0,RUE,2139,DU CLOS FEUQUIERES,75015.0,BL,25,,18,,72.0,"27,71",,,,,,,2,2.0,25.0,1.0,
816363,12/06/2020,Vente,"550000,00",9.0,RUE,7968,QUINAULT,75015.0,BX,26,,41,"53,07",,,,,,,,,1,2.0,52.0,3.0,
816364,02/06/2020,Vente,"905000,00",7.0,RUE,5319,DE LANGEAC,75015.0,BH,37,,9,"94,93",,,,,,,,,1,2.0,96.0,3.0,
816365,02/06/2020,Vente,"717500,00",329.0,RUE,5456,LECOURBE,75015.0,BJ,1,,19,"70,32",,,,,,,,,1,2.0,71.0,3.0,
816366,02/06/2020,Vente,"717500,00",329.0,RUE,5456,LECOURBE,75015.0,BJ,1,,41,,,,,,,,,,1,3.0,0.0,0.0,
816367,05/06/2020,Vente,"261904,77",50.0,RUE,2459,DE LA CROIX NIVERT,75015.0,EF,52,,105,"27,19",,,,,,,,,1,2.0,39.0,2.0,
816368,08/06/2020,Vente,"769258,00",2.0,RUE,8824,SARASATE,75015.0,EN,17,,2,"83,45",3.0,"16,00",,,,,,,2,4.0,91.0,0.0,
816369,08/06/2020,Vente,"798298,00",1.0,RUE,8824,SARASATE,75015.0,EN,49,,2,"39,62",,,,,,,,,1,4.0,63.0,0.0,
816370,08/06/2020,Vente,"798298,00",1.0,RUE,8824,SARASATE,75015.0,EN,49,,1,"21,58",,,,,,,,,1,4.0,63.0,0.0,
816371,08/06/2020,Vente,"798298,00",1.0,RUE,8824,SARASATE,75015.0,EN,49,,3,"26,10",,,,,,,,,1,4.0,24.0,0.0,
816372,11/06/2020,Vente,"380000,00",3.0,RUE,6393,MIZON,75015.0,CJ,49,,32,"8,00",,,,,,,,,1,3.0,0.0,0.0,
816373,11/06/2020,Vente,"380000,00",3.0,RUE,6393,MIZON,75015.0,CJ,49,,2,,24.0,"40,00",,,,,,,2,2.0,39.0,2.0,
816374,16/06/2020,Vente,"448000,00",48.0,RUE,6174,MATHURIN REGNIER,75015.0,CK,51,,6,"41,34",,,,,,,,,1,2.0,50.0,2.0,
816375,10/06/2020,Vente,"23500,00",18.0,RUE,5052,JUGE,75015.0,DJ,67,,648,,,,,,,,,,1,3.0,0.0,0.0,
816376,18/06/2020,Vente en l'état futur d'achèvement,"233500,00",,,,,,DF,86,,35,,,,,,,,,,1,,,,
816377,18/06/2020,Vente en l'état futur d'achèvement,"233500,00",,,,,,DF,86,,26,,,,,,,,,,1,,,,
816378,05/06/2020,Vente,"374750,00",4.0,RUE,4263,GRAMME,75015.0,EG,35,,14,"38,39",,,,,,,,,1,2.0,35.0,2.0,
816379,02/01/2020,Vente,"315000,00",49.0,RUE,1790,CHARDON LAGACHE,75016.0,AI,24,,18,"30,97",,,,,,,,,1,2.0,32.0,2.0,
816380,06/01/2020,Vente,"7420000,00",36.0,AV,4141,GEORGES MANDEL,75016.0,DV,46,,5,"360,95",,,,,,,,,1,2.0,357.0,8.0,
816381,06/01/2020,Vente,"328950,00",15.0,RUE,2962,DUFRENOY,75016.0,EC,42,,77,"30,02",,,,,,,,,1,2.0,27.0,1.0,
816382,07/01/2020,Vente,"85000,00",21.0,RUE,6324,MICHEL ANGE,75016.0,AN,49,,67,,,,,,,,,,1,3.0,0.0,0.0,
816383,08/01/2020,Vente,"721900,00",7.0,RUE,5776,LOUIS DAVID,75016.0,DK,41,,16,"59,47",63.0,,,,,,,,2,2.0,56.0,2.0,
816384,03/01/2020,Vente,"2521000,00",94.0,BD,3663,FLANDRIN,75016.0,ER,10,,1056,"201,20",1204.0,,,,,,,,2,2.0,201.0,6.0,
816385,03/01/2020,Vente,"2521000,00",83.0,AV,3696,FOCH,75016.0,ER,10,,1298,"11,37",,,,,,,,,1,3.0,0.0,0.0,
816386,03/01/2020,Vente,"2521000,00",83.0,AV,3696,FOCH,75016.0,ER,10,,1092,"14,28",,,,,,,,,1,3.0,0.0,0.0,
816387,08/01/2020,Vente,"55000,00",34.0,RUE,5401,LAURISTON,75016.0,FF,17,,87,,,,,,,,,,1,3.0,0.0,0.0,
816388,09/01/2020,Vente,"150000,00",92.0,RUE,1790,CHARDON LAGACHE,75016.0,AR,49,,103,"22,00",,,,,,,,,1,2.0,23.0,1.0,
816389,02/01/2020,Vente,"87000,00",11.0,AV,2199,DU COL BONNET,75016.0,CJ,14,,21,"8,64",,,,,,,,,1,3.0,0.0,0.0,
816390,06/01/2020,Vente,"1290000,00",3.0,RUE,1510,DU CPT OLCHANSKI,75016.0,BW,4,,30,,,,,,,,,,1,2.0,9.0,1.0,
816391,06/01/2020,Vente,"1290000,00",3.0,RUE,1510,DU CPT OLCHANSKI,75016.0,BW,4,,42,,7.0,"115,40",,,,,,,2,2.0,109.0,4.0,
816392,08/01/2020,Vente,"850000,00",11.0,RUE,9957,WEBER,75016.0,EW,34,,56,,85.0,"73,68",,,,,,,2,2.0,78.0,2.0,
816393,08/01/2020,Vente,"850000,00",10.0,VLA,3009,DUPONT,75016.0,EW,34,,22,,,,,,,,,,1,3.0,0.0,0.0,
816394,06/01/2020,Vente,"1778140,00",15.0,RUE,9990,DE L YVETTE,75016.0,BS,25,,2,"157,40",,,,,,,,,1,2.0,149.0,6.0,
816395,06/01/2020,Vente,"1778140,00",15.0,RUE,9990,DE L YVETTE,75016.0,BS,25,,2,"157,40",,,,,,,,,1,3.0,0.0,0.0,
816396,06/01/2020,Vente,"1778140,00",15.0,RUE,9990,DE L YVETTE,75016.0,BS,25,,8,"29,58",,,,,,,,,1,3.0,0.0,0.0,
816397,06/01/2020,Vente,"473000,00",39.0,RUE,5500,LE MAROIS,75016.0,AD,43,,108,,84.0,"54,56",,,,,,,2,2.0,52.0,2.0,
816398,03/01/2020,Vente,"14500,00",21.0,RUE,8066,RAYNOUARD,75016.0,CF,39,,533,,,,,,,,,,1,3.0,0.0,0.0,
816399,09/01/2020,Vente,"1702800,00",10.0,RUE,9966,WILHEM,75016.0,AK,8,,111,"145,22",157.0,,,,,,,,2,2.0,140.0,4.0,
816400,08/01/2020,Vente,"90000,00",5.0,RUE,1690,CHALGRIN,75016.0,FA,106,,67,"8,30",,,,,,,,,1,3.0,0.0,0.0,
816401,13/01/2020,Vente,"285000,00",15.0,RUE,3320,ERLANGER,75016.0,AN,21,,62,"28,35",,,,,,,,,1,2.0,27.0,1.0,
816402,14/01/2020,Vente,"351400,00",105.0,BD,6639,MURAT,75016.0,AS,15,,50,"35,00",,,,,,,,,1,2.0,34.0,1.0,
816403,10/01/2020,Vente,"435000,00",20.0,RUE,1154,DE BOULAINVILLIERS,75016.0,CD,7,,6,"41,16",94.0,,,,,,,,2,2.0,43.0,2.0,
816404,02/01/2020,Vente,"240000,00",16.0,RUE,0088,AGAR,75016.0,BZ,51,,114,"24,84",,,,,,,,,1,2.0,23.0,1.0,
